       area  unit       scp station    lines  div        desc        i        o                  dt
14925389  N002A  R173  00-00-00  INWOOD-207 ST     A  IND     REGULAR  5138422  3023306 2017-03-23 01:00:00
14925390  N002A  R173  00-00-00  INWOOD-207 ST     A  IND     REGULAR  5138441  3023342 2017-03-23 05:00:00
14925391  N002A  R173  00-00-00  INWOOD-207 ST     A  IND  RECOVR AUD  5138440  3023342 2017-03-23 05:00:00
14925392  N002A  R173  00-00-00  INWOOD-207 ST     A  IND     REGULAR  5139305  3023415 2017-03-23 09:00:00
14925393  N002A  R173  00-00-00  INWOOD-207 ST     A  IND     REGULAR  5139745  3023547 2017-03-23 13:00:00
14925394  N002A  R173  00-00-00  INWOOD-207 ST     A  IND     REGULAR  5140114  3023807 2017-03-23 17:00:00
14925395  N002A  R173  00-00-00  INWOOD-207 ST     A  IND     REGULAR  5140361  3024245 2017-03-23 21:00:00



          area  unit       scp     station lines  div        desc        i       o                  dt
15001777  N003  R185  00-00-00  DYCKMAN ST     A  IND     REGULAR  9755616  326433 2017-10-17 17:00:00
15001778  N003  R185  00-00-00  DYCKMAN ST     A  IND     REGULAR  9756022  326454 2017-10-17 21:00:00
15001779  N003  R185  00-00-00  DYCKMAN ST     A  IND     REGULAR  9756155  326479 2017-10-18 01:00:00
15001780  N003  R185  00-00-00  DYCKMAN ST     A  IND     REGULAR  9756180  326503 2017-10-18 05:00:00
15001781  N003  R185  00-00-00  DYCKMAN ST     A  IND  RECOVR AUD  9756179  326503 2017-10-18 05:00:00
15001782  N003  R185  00-00-00  DYCKMAN ST     A  IND     REGULAR  9757363  326513 2017-10-18 09:00:00
15001783  N003  R185  00-00-00  DYCKMAN ST     A  IND     REGULAR  9758037  326523 2017-10-18 13:00:00
15001784  N003  R185  00-00-00  DYCKMAN ST     A  IND     REGULAR  9758683  326544 2017-10-18 17:00:00
15001785  N003  R185  00-00-00  DYCKMAN ST     A  IND     REGULAR  9759102  326581 2017-10-18 21:00:00



           area  unit       scp station lines  div        desc         i         o                  dt
15098371  N007A  R174  00-00-00  181 ST     A  IND     REGULAR  10731822  11585855 2020-09-23 01:00:00
15098372  N007A  R174  00-00-00  181 ST     A  IND     REGULAR  10731824  11585859 2020-09-23 05:00:00
15098373  N007A  R174  00-00-00  181 ST     A  IND     REGULAR  10732001  11585996 2020-09-23 09:00:00
15098374  N007A  R174  00-00-00  181 ST     A  IND     REGULAR         4         0 2020-09-23 13:00:00
15098375  N007A  R174  00-00-00  181 ST     A  IND  RECOVR AUD  10732094  11586103 2020-09-23 13:00:00
15098376  N007A  R174  00-00-00  181 ST     A  IND     REGULAR         6         0 2020-09-23 17:00:00
15098377  N007A  R174  00-00-00  181 ST     A  IND     REGULAR         6         0 2020-09-23 21:00:00
15098378  N007A  R174  00-00-00  181 ST     A  IND     REGULAR         6         0 2020-09-24 01:00:00
15098379  N007A  R174  00-00-00  181 ST     A  IND     REGULAR         6         0 2020-09-24 05:00:00



           area  unit       scp station lines  div        desc         i        o                  dt
15113480  N007A  R174  00-00-01  181 ST     A  IND     REGULAR  15171287  8828906 2020-09-23 01:00:00
15113481  N007A  R174  00-00-01  181 ST     A  IND     REGULAR  15171289  8828916 2020-09-23 05:00:00
15113482  N007A  R174  00-00-01  181 ST     A  IND     REGULAR  15171602  8829011 2020-09-23 09:00:00
15113483  N007A  R174  00-00-01  181 ST     A  IND     REGULAR        31       15 2020-09-23 13:00:00
15113484  N007A  R174  00-00-01  181 ST     A  IND  RECOVR AUD  15171821  8829148 2020-09-23 13:00:00
15113485  N007A  R174  00-00-01  181 ST     A  IND     REGULAR        33       15 2020-09-23 17:00:00
15113486  N007A  R174  00-00-01  181 ST     A  IND     REGULAR        33       15 2020-09-23 21:00:00
15113487  N007A  R174  00-00-01  181 ST     A  IND     REGULAR        33       15 2020-09-24 01:00:00
15113488  N007A  R174  00-00-01  181 ST     A  IND     REGULAR        33       15 2020-09-24 05:00:00



          area  unit       scp station lines  div        desc         i         o                  dt
15903544  N020  R101  00-00-05  145 ST  ABCD  IND     REGULAR  15345754  22562373 2015-02-18 11:00:00
15903545  N020  R101  00-00-05  145 ST  ABCD  IND     REGULAR  15346440  22563100 2015-02-18 15:00:00
15903546  N020  R101  00-00-05  145 ST  ABCD  IND     REGULAR  15347184  22564408 2015-02-18 19:00:00
15903547  N020  R101  00-00-05  145 ST  ABCD  IND     REGULAR  15347608  22565583 2015-02-18 23:00:00
15903548  N020  R101  00-00-05  145 ST  ABCD  IND  RECOVR AUD  15347608  22565582 2015-02-18 23:00:00
15903549  N020  R101  00-00-05  145 ST  ABCD  IND     REGULAR  15347700  22566088 2015-02-19 03:00:00
15903550  N020  R101  00-00-05  145 ST  ABCD  IND     REGULAR  15347933  22566227 2015-02-19 07:00:00
15903551  N020  R101  00-00-05  145 ST  ABCD  IND     REGULAR  15349183  22566782 2015-02-19 11:00:00
15903552  N020  R101  00-00-05  145 ST  ABCD  IND     REGULAR  15349827  22567502 2015-02-19 15:00:00



          area  unit       scp       station lines  div        desc        i        o                  dt
16880070  N045  R187  01-00-00  81 ST-MUSEUM    BC  IND     REGULAR  5253277  6696494 2019-06-01 05:00:00
16880071  N045  R187  01-00-00  81 ST-MUSEUM    BC  IND     REGULAR  5253280  6696548 2019-06-01 09:00:00
16880072  N045  R187  01-00-00  81 ST-MUSEUM    BC  IND     REGULAR  5253356  6696877 2019-06-01 13:00:00
16880073  N045  R187  01-00-00  81 ST-MUSEUM    BC  IND     REGULAR  5253806  6697182 2019-06-01 17:00:00
16880074  N045  R187  01-00-00  81 ST-MUSEUM    BC  IND  RECOVR AUD  5253801  6697182 2019-06-01 17:00:00
16880075  N045  R187  01-00-00  81 ST-MUSEUM    BC  IND     REGULAR  5254017  6697270 2019-06-01 21:00:00
16880076  N045  R187  01-00-00  81 ST-MUSEUM    BC  IND     REGULAR  5254045  6697317 2019-06-02 01:00:00
16880077  N045  R187  01-00-00  81 ST-MUSEUM    BC  IND     REGULAR  5254053  6697365 2019-06-02 09:00:00
16880078  N045  R187  01-00-00  81 ST-MUSEUM    BC  IND     REGULAR  5254136  6697723 2019-06-02 13:00:00



          area  unit       scp       station lines  div        desc        i        o                  dt
16880076  N045  R187  01-00-00  81 ST-MUSEUM    BC  IND     REGULAR  5254045  6697317 2019-06-02 01:00:00
16880077  N045  R187  01-00-00  81 ST-MUSEUM    BC  IND     REGULAR  5254053  6697365 2019-06-02 09:00:00
16880078  N045  R187  01-00-00  81 ST-MUSEUM    BC  IND     REGULAR  5254136  6697723 2019-06-02 13:00:00
16880079  N045  R187  01-00-00  81 ST-MUSEUM    BC  IND     REGULAR  5254570  6698072 2019-06-02 17:00:00
16880080  N045  R187  01-00-00  81 ST-MUSEUM    BC  IND  RECOVR AUD  5254568  6698072 2019-06-02 17:00:00
16880081  N045  R187  01-00-00  81 ST-MUSEUM    BC  IND     REGULAR  5254893  6698133 2019-06-02 21:00:00
16880082  N045  R187  01-00-00  81 ST-MUSEUM    BC  IND     REGULAR  5254912  6698152 2019-06-03 01:00:00
16880083  N045  R187  01-00-00  81 ST-MUSEUM    BC  IND     REGULAR  5254912  6698154 2019-06-03 05:00:00
16880084  N045  R187  01-00-00  81 ST-MUSEUM    BC  IND     REGULAR  5254950  6698418 2019-06-03 09:00:00



          area  unit       scp       station lines  div        desc        i        o                  dt
16880292  N045  R187  01-00-00  81 ST-MUSEUM    BC  IND     REGULAR  5290877  6737001 2019-07-08 21:00:00
16880293  N045  R187  01-00-00  81 ST-MUSEUM    BC  IND     REGULAR  5290890  6737029 2019-07-09 01:00:00
16880294  N045  R187  01-00-00  81 ST-MUSEUM    BC  IND     REGULAR  5290894  6737033 2019-07-09 05:00:00
16880295  N045  R187  01-00-00  81 ST-MUSEUM    BC  IND     REGULAR  5290921  6737220 2019-07-09 09:00:00
16880296  N045  R187  01-00-00  81 ST-MUSEUM    BC  IND  RECOVR AUD  5290921  6737209 2019-07-09 09:00:00
16880297  N045  R187  01-00-00  81 ST-MUSEUM    BC  IND     REGULAR  5290998  6737671 2019-07-09 13:00:00
16880298  N045  R187  01-00-00  81 ST-MUSEUM    BC  IND     REGULAR  5291493  6737915 2019-07-09 17:00:00
16880299  N045  R187  01-00-00  81 ST-MUSEUM    BC  IND     REGULAR  5291804  6738078 2019-07-09 21:00:00
16880300  N045  R187  01-00-00  81 ST-MUSEUM    BC  IND     REGULAR  5291825  6738117 2019-07-10 01:00:00



          area  unit       scp       station lines  div        desc      i      o                  dt
16895026  N045  R187  01-00-01  81 ST-MUSEUM    BC  IND     REGULAR  60700  53670 2019-06-01 05:00:00
16895027  N045  R187  01-00-01  81 ST-MUSEUM    BC  IND     REGULAR  60709  53679 2019-06-01 09:00:00
16895028  N045  R187  01-00-01  81 ST-MUSEUM    BC  IND     REGULAR  60814  53876 2019-06-01 13:00:00
16895029  N045  R187  01-00-01  81 ST-MUSEUM    BC  IND     REGULAR  61274  53997 2019-06-01 17:00:00
16895030  N045  R187  01-00-01  81 ST-MUSEUM    BC  IND  RECOVR AUD  61273  53997 2019-06-01 17:00:00
16895031  N045  R187  01-00-01  81 ST-MUSEUM    BC  IND     REGULAR  61494  54029 2019-06-01 21:00:00
16895032  N045  R187  01-00-01  81 ST-MUSEUM    BC  IND     REGULAR  61546  54036 2019-06-02 01:00:00
16895033  N045  R187  01-00-01  81 ST-MUSEUM    BC  IND     REGULAR  61554  54044 2019-06-02 09:00:00
16895034  N045  R187  01-00-01  81 ST-MUSEUM    BC  IND     REGULAR  61651  54231 2019-06-02 13:00:00



          area  unit       scp       station lines  div        desc      i      o                  dt
16895032  N045  R187  01-00-01  81 ST-MUSEUM    BC  IND     REGULAR  61546  54036 2019-06-02 01:00:00
16895033  N045  R187  01-00-01  81 ST-MUSEUM    BC  IND     REGULAR  61554  54044 2019-06-02 09:00:00
16895034  N045  R187  01-00-01  81 ST-MUSEUM    BC  IND     REGULAR  61651  54231 2019-06-02 13:00:00
16895035  N045  R187  01-00-01  81 ST-MUSEUM    BC  IND     REGULAR  62107  54363 2019-06-02 17:00:00
16895036  N045  R187  01-00-01  81 ST-MUSEUM    BC  IND  RECOVR AUD  62105  54363 2019-06-02 17:00:00
16895037  N045  R187  01-00-01  81 ST-MUSEUM    BC  IND     REGULAR  62434  54374 2019-06-02 21:00:00
16895038  N045  R187  01-00-01  81 ST-MUSEUM    BC  IND  RECOVR AUD  62462  54377 2019-06-03 01:00:00
16895039  N045  R187  01-00-01  81 ST-MUSEUM    BC  IND     REGULAR  62463  54377 2019-06-03 05:00:00
16895040  N045  R187  01-00-01  81 ST-MUSEUM    BC  IND     REGULAR  62539  54473 2019-06-03 09:00:00



          area  unit       scp       station lines  div        desc      i      o                  dt
16895245  N045  R187  01-00-01  81 ST-MUSEUM    BC  IND     REGULAR  96935  70588 2019-07-08 21:00:00
16895246  N045  R187  01-00-01  81 ST-MUSEUM    BC  IND     REGULAR  96972  70595 2019-07-09 01:00:00
16895247  N045  R187  01-00-01  81 ST-MUSEUM    BC  IND     REGULAR  96975  70596 2019-07-09 05:00:00
16895248  N045  R187  01-00-01  81 ST-MUSEUM    BC  IND     REGULAR  97036  70647 2019-07-09 09:00:00
16895249  N045  R187  01-00-01  81 ST-MUSEUM    BC  IND  RECOVR AUD  97036  70640 2019-07-09 09:00:00
16895250  N045  R187  01-00-01  81 ST-MUSEUM    BC  IND     REGULAR  97139  70819 2019-07-09 13:00:00
16895251  N045  R187  01-00-01  81 ST-MUSEUM    BC  IND     REGULAR  97582  70959 2019-07-09 17:00:00
16895252  N045  R187  01-00-01  81 ST-MUSEUM    BC  IND     REGULAR  97926  71016 2019-07-09 21:00:00
16895253  N045  R187  01-00-01  81 ST-MUSEUM    BC  IND     REGULAR  97963  71027 2019-07-10 01:00:00



          area  unit       scp       station lines  div        desc        i       o                  dt
16909989  N045  R187  01-00-02  81 ST-MUSEUM    BC  IND     REGULAR  4323388  989692 2019-06-01 05:00:00
16909990  N045  R187  01-00-02  81 ST-MUSEUM    BC  IND     REGULAR  4323394  989696 2019-06-01 09:00:00
16909991  N045  R187  01-00-02  81 ST-MUSEUM    BC  IND     REGULAR  4323510  989797 2019-06-01 13:00:00
16909992  N045  R187  01-00-02  81 ST-MUSEUM    BC  IND     REGULAR  4324002  989878 2019-06-01 17:00:00
16909993  N045  R187  01-00-02  81 ST-MUSEUM    BC  IND  RECOVR AUD  4323998  989878 2019-06-01 17:00:00
16909994  N045  R187  01-00-02  81 ST-MUSEUM    BC  IND     REGULAR  4324268  989897 2019-06-01 21:00:00
16909995  N045  R187  01-00-02  81 ST-MUSEUM    BC  IND     REGULAR  4324317  989905 2019-06-02 01:00:00
16909996  N045  R187  01-00-02  81 ST-MUSEUM    BC  IND     REGULAR  4324333  989908 2019-06-02 09:00:00
16909997  N045  R187  01-00-02  81 ST-MUSEUM    BC  IND     REGULAR  4324468  990002 2019-06-02 13:00:00



          area  unit       scp       station lines  div        desc        i       o                  dt
16909995  N045  R187  01-00-02  81 ST-MUSEUM    BC  IND     REGULAR  4324317  989905 2019-06-02 01:00:00
16909996  N045  R187  01-00-02  81 ST-MUSEUM    BC  IND     REGULAR  4324333  989908 2019-06-02 09:00:00
16909997  N045  R187  01-00-02  81 ST-MUSEUM    BC  IND     REGULAR  4324468  990002 2019-06-02 13:00:00
16909998  N045  R187  01-00-02  81 ST-MUSEUM    BC  IND     REGULAR  4325013  990072 2019-06-02 17:00:00
16909999  N045  R187  01-00-02  81 ST-MUSEUM    BC  IND  RECOVR AUD  4325009  990072 2019-06-02 17:00:00
16910000  N045  R187  01-00-02  81 ST-MUSEUM    BC  IND     REGULAR  4325343  990090 2019-06-02 21:00:00
16910001  N045  R187  01-00-02  81 ST-MUSEUM    BC  IND  RECOVR AUD  4325373  990093 2019-06-03 01:00:00
16910002  N045  R187  01-00-02  81 ST-MUSEUM    BC  IND     REGULAR  4325374  990095 2019-06-03 05:00:00
16910003  N045  R187  01-00-02  81 ST-MUSEUM    BC  IND     REGULAR  4325507  990155 2019-06-03 09:00:00



          area  unit       scp       station lines  div        desc        i       o                  dt
16910085  N045  R187  01-00-02  81 ST-MUSEUM    BC  IND     REGULAR  4343713  993953 2019-06-16 21:00:00
16910086  N045  R187  01-00-02  81 ST-MUSEUM    BC  IND     REGULAR  4343758  993958 2019-06-17 01:00:00
16910087  N045  R187  01-00-02  81 ST-MUSEUM    BC  IND  RECOVR AUD  4343761  993958 2019-06-17 05:00:00
16910088  N045  R187  01-00-02  81 ST-MUSEUM    BC  IND     REGULAR  4343886  994027 2019-06-17 09:00:00
16910089  N045  R187  01-00-02  81 ST-MUSEUM    BC  IND  RECOVR AUD  4343885  994027 2019-06-17 09:00:00
16910090  N045  R187  01-00-02  81 ST-MUSEUM    BC  IND     REGULAR  4344040  994119 2019-06-17 13:00:00
16910091  N045  R187  01-00-02  81 ST-MUSEUM    BC  IND     REGULAR  4344580  994183 2019-06-17 17:00:00
16910092  N045  R187  01-00-02  81 ST-MUSEUM    BC  IND     REGULAR  4344956  994218 2019-06-17 21:00:00
16910093  N045  R187  01-00-02  81 ST-MUSEUM    BC  IND     REGULAR  4344992  994222 2019-06-18 01:00:00



          area  unit       scp       station lines  div        desc        i        o                  dt
16910212  N045  R187  01-00-02  81 ST-MUSEUM    BC  IND     REGULAR  4371369  1000633 2019-07-08 21:00:00
16910213  N045  R187  01-00-02  81 ST-MUSEUM    BC  IND     REGULAR  4371409  1000638 2019-07-09 01:00:00
16910214  N045  R187  01-00-02  81 ST-MUSEUM    BC  IND     REGULAR  4371411  1000640 2019-07-09 05:00:00
16910215  N045  R187  01-00-02  81 ST-MUSEUM    BC  IND     REGULAR  4371515  1000674 2019-07-09 09:00:00
16910216  N045  R187  01-00-02  81 ST-MUSEUM    BC  IND  RECOVR AUD  4371514  1000669 2019-07-09 09:00:00
16910217  N045  R187  01-00-02  81 ST-MUSEUM    BC  IND     REGULAR  4371686  1000786 2019-07-09 13:00:00
16910218  N045  R187  01-00-02  81 ST-MUSEUM    BC  IND     REGULAR  4372230  1000858 2019-07-09 17:00:00
16910219  N045  R187  01-00-02  81 ST-MUSEUM    BC  IND     REGULAR  4372629  1000890 2019-07-09 21:00:00
16910220  N045  R187  01-00-02  81 ST-MUSEUM    BC  IND     REGULAR  4372687  1000896 2019-07-10 01:00:00



          area  unit       scp       station lines  div        desc        i        o                  dt
16924952  N045  R187  01-06-00  81 ST-MUSEUM    BC  IND     REGULAR  2253951  6923853 2019-06-02 01:00:00
16924953  N045  R187  01-06-00  81 ST-MUSEUM    BC  IND     REGULAR  2253955  6923882 2019-06-02 09:00:00
16924954  N045  R187  01-06-00  81 ST-MUSEUM    BC  IND     REGULAR  2253970  6924518 2019-06-02 13:00:00
16924955  N045  R187  01-06-00  81 ST-MUSEUM    BC  IND     REGULAR  2254050  6925123 2019-06-02 17:00:00
16924956  N045  R187  01-06-00  81 ST-MUSEUM    BC  IND  RECOVR AUD  2254049  6925123 2019-06-02 17:00:00
16924957  N045  R187  01-06-00  81 ST-MUSEUM    BC  IND     REGULAR  2254148  6925229 2019-06-02 21:00:00
16924958  N045  R187  01-06-00  81 ST-MUSEUM    BC  IND     REGULAR  2254154  6925249 2019-06-03 01:00:00
16924959  N045  R187  01-06-00  81 ST-MUSEUM    BC  IND     REGULAR  2254154  6925250 2019-06-03 05:00:00
16924960  N045  R187  01-06-00  81 ST-MUSEUM    BC  IND     REGULAR  2254162  6925351 2019-06-03 09:00:00



          area  unit       scp       station lines  div        desc        i        o                  dt
16925008  N045  R187  01-06-00  81 ST-MUSEUM    BC  IND     REGULAR  2257573  6936237 2019-06-11 09:00:00
16925009  N045  R187  01-06-00  81 ST-MUSEUM    BC  IND     REGULAR  2257603  6936807 2019-06-11 13:00:00
16925010  N045  R187  01-06-00  81 ST-MUSEUM    BC  IND     REGULAR  2257833  6937137 2019-06-11 17:00:00
16925011  N045  R187  01-06-00  81 ST-MUSEUM    BC  IND     REGULAR  2258033  6937367 2019-06-11 21:00:00
16925012  N045  R187  01-06-00  81 ST-MUSEUM    BC  IND  RECOVR AUD  2258031  6937367 2019-06-11 21:00:00
16925013  N045  R187  01-06-00  81 ST-MUSEUM    BC  IND     REGULAR  2258036  6937397 2019-06-12 01:00:00
16925014  N045  R187  01-06-00  81 ST-MUSEUM    BC  IND     REGULAR  2258037  6937397 2019-06-12 05:00:00
16925015  N045  R187  01-06-00  81 ST-MUSEUM    BC  IND     REGULAR  2258042  6937535 2019-06-12 09:00:00
16925016  N045  R187  01-06-00  81 ST-MUSEUM    BC  IND     REGULAR  2258076  6938035 2019-06-12 13:00:00



          area  unit       scp       station lines  div        desc        i        o                  dt
16925167  N045  R187  01-06-00  81 ST-MUSEUM    BC  IND     REGULAR  2267773  6977390 2019-07-08 21:00:00
16925168  N045  R187  01-06-00  81 ST-MUSEUM    BC  IND     REGULAR  2267776  6977411 2019-07-09 01:00:00
16925169  N045  R187  01-06-00  81 ST-MUSEUM    BC  IND     REGULAR  2267776  6977412 2019-07-09 05:00:00
16925170  N045  R187  01-06-00  81 ST-MUSEUM    BC  IND     REGULAR  2267782  6977508 2019-07-09 09:00:00
16925171  N045  R187  01-06-00  81 ST-MUSEUM    BC  IND  RECOVR AUD  2267782  6977498 2019-07-09 09:00:00
16925172  N045  R187  01-06-00  81 ST-MUSEUM    BC  IND     REGULAR  2267814  6978083 2019-07-09 13:00:00
16925173  N045  R187  01-06-00  81 ST-MUSEUM    BC  IND     REGULAR  2268060  6978555 2019-07-09 17:00:00
16925174  N045  R187  01-06-00  81 ST-MUSEUM    BC  IND     REGULAR  2268253  6978666 2019-07-09 21:00:00
16925175  N045  R187  01-06-00  81 ST-MUSEUM    BC  IND     REGULAR  2268254  6978693 2019-07-10 01:00:00



          area  unit       scp       station lines  div        desc        i       o                  dt
16939844  N045  R187  01-06-01  81 ST-MUSEUM    BC  IND     REGULAR  2141913  353794 2019-07-08 21:00:00
16939845  N045  R187  01-06-01  81 ST-MUSEUM    BC  IND     REGULAR  2141917  353794 2019-07-09 01:00:00
16939846  N045  R187  01-06-01  81 ST-MUSEUM    BC  IND     REGULAR  2141917  353797 2019-07-09 05:00:00
16939847  N045  R187  01-06-01  81 ST-MUSEUM    BC  IND     REGULAR  2141920  353797 2019-07-09 09:00:00
16939848  N045  R187  01-06-01  81 ST-MUSEUM    BC  IND  RECOVR AUD  2141918  353797 2019-07-09 09:00:00
16939849  N045  R187  01-06-01  81 ST-MUSEUM    BC  IND     REGULAR  2141940  353805 2019-07-09 13:00:00
16939850  N045  R187  01-06-01  81 ST-MUSEUM    BC  IND     REGULAR  2142033  353825 2019-07-09 17:00:00
16939851  N045  R187  01-06-01  81 ST-MUSEUM    BC  IND     REGULAR  2142111  353831 2019-07-09 21:00:00
16939852  N045  R187  01-06-01  81 ST-MUSEUM    BC  IND     REGULAR  2142113  353835 2019-07-10 01:00:00



          area  unit       scp          station        lines  div        desc        i       o                  dt
