,complex,area,scp,df_len,dt_min,dt_max,dt_avg_step,tdiff_min,tdiff_med,tdiff_mean,tdiff_max,dt_offset,idiff_min,idiff_med,idiff_mean,idiff_max,idiff_10lgst,idiff_neg_ct,idiff_zero_ct,idiff_pos_ct,idiffpt_min,idiffpt_med,idiffpt_mean,idiffpt_max,inegset_ct,inegset_avg_len,odiff_min,odiff_med,odiff_mean,odiff_max,odiff_10lgst,odiff_neg_ct,odiff_zero_ct,odiff_pos_ct,odiffpt_min,odiffpt_med,odiffpt_mean,odiffpt_max,onegset_ct,onegset_avg_len
40,413,R203,00-03-01,15128,2014-10-11 02:00:00,2021-08-06 22:00:00,0 days 03:57:11.517715494,0 days 00:00:28,0 days 04:00:00,0 days 03:57:12.469592808,14 days 04:00:00,2,-2662910.0,72.0,38.13352723426758,1288404.0,"[2662910.0, 1288404.0, 76526.0, 13831.0, 2059.0, 1055.0, 1016.0, 983.0, 977.0, 971.0]",2,938,14188,-443818.3333333333,78.24469534747908,188.06823790180377,1288404.0,2.0,1.0,-252499.0,5.0,3.5837519830777365,128497.0,"[252499.0, 128497.0, 6939.0, 1341.0, 239.0, 160.0, 144.0, 136.0, 132.0, 124.0]",3,2579,12546,-42083.166666666664,5.0,18.429159530995264,128497.0,3.0,0.6666666666666666
41,625,A061,00-03-02,15017,2014-10-11 01:00:00,2021-08-06 21:00:00,0 days 03:58:56.711726709,0 days 00:00:39,0 days 04:00:00,0 days 03:58:57.670639941,3 days 12:00:00,1,0.0,56.0,189.69754278484385,1859976.0,"[1859976.0, 1406.0, 1212.0, 1183.0, 457.0, 439.0, 434.0, 410.0, 383.0, 340.0]",0,373,14644,0.0,57.0,190.73219061897143,1859976.0,0.0,0,0.0,86.0,301.30505427182527,3034685.0,"[3034685.0, 2019.0, 1763.0, 1639.0, 759.0, 699.0, 566.0, 545.0, 543.0, 476.0]",0,85,14932,0.0,88.0,302.8103844913457,3034685.0,0.0,0
42,34,C020,00-06-00,8635,2017-09-04 20:00:00,2021-08-06 20:00:00,0 days 03:58:48.291835552,0 days 00:01:03,0 days 04:00:00,0 days 03:58:49.959467284,1 days 00:00:00,0,0.0,21.0,26.553792704111174,237.0,"[237.0, 142.0, 123.0, 123.0, 121.0, 117.0, 116.0, 116.0, 116.0, 116.0]",0,629,8006,0.0,21.0,26.809958350872463,221.53846153846155,0.0,0,-21.0,114.0,145.67631731326,1573.0,"[1573.0, 691.0, 677.0, 671.0, 650.0, 644.0, 641.0, 641.0, 641.0, 637.0]",1,131,8503,-10.5,115.0,146.30075540842012,1244.4444444444443,1.0,0.0
43,628,N095,00-05-01,15180,2014-10-11 01:00:00,2021-08-06 21:00:00,0 days 03:56:22.766798418,0 days 00:00:06,0 days 04:00:00,0 days 03:56:23.715415019,0 days 16:00:00,1,-12.0,0.0,0.0007905138339920949,12.0,"[12.0, 12.0, 12.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1,15177,2,-12.0,0.0,0.0007905138339920949,12.0,1.0,1.0,-478.0,0.0,0.05579710144927536,478.0,"[478.0, 478.0, 60.0, 23.0, 23.0, 21.0, 20.0, 19.0, 16.0, 14.0]",1,14729,450,-478.0,0.0,0.05654618638279453,478.0,1.0,1.0
44,81,J035,00-00-03,14181,2014-10-11 00:00:00,2021-08-06 20:00:00,0 days 04:13:01.891262957,0 days 00:00:44,0 days 04:00:00,0 days 04:13:02.906706156,145 days 04:15:22,0,0.0,90.0,504.1910302517453,5400047.0,"[5400047.0, 601.0, 529.0, 524.0, 523.0, 522.0, 519.0, 519.0, 511.0, 509.0]",0,542,13639,0.0,91.0,506.21206258925827,5400047.0,0.0,0,0.0,44.0,365.299767294267,4437143.0,"[4437143.0, 379.0, 287.0, 255.0, 250.0, 250.0, 249.0, 239.0, 238.0, 232.0]",0,415,13766,0.0,45.0,365.73806456158684,4437143.0,0.0,0
45,57,G015,01-06-00,14940,2014-10-11 00:00:00,2021-08-06 20:00:00,0 days 04:00:10.602409638,0 days 00:01:11,0 days 04:00:00,0 days 04:00:11.566265060,2 days 20:00:00,0,-131028.0,47.0,73.72148594377511,131140.0,"[131140.0, 131028.0, 111273.0, 1751.0, 376.0, 341.0, 339.0, 338.0, 337.0, 334.0]",1,525,14414,-131028.0,47.0,74.15722450956783,131140.0,1.0,1.0,-131072.0,1.0,3.101606425702811,131072.0,"[131072.0, 131072.0, 5604.0, 81.0, 34.0, 34.0, 31.0, 30.0, 29.0, 27.0]",1,5223,9716,-131072.0,1.0,3.0901553791533587,131072.0,1.0,1.0
46,48,B020,00-00-04,782,2021-04-05 16:00:00,2021-08-06 20:00:00,0 days 03:46:48.184143222,0 days 00:00:04,0 days 04:00:00,0 days 03:47:06.598465473,0 days 16:00:00,0,0.0,3.0,1793.9130434782608,1400028.0,"[1400028.0, 34.0, 26.0, 16.0, 15.0, 15.0, 14.0, 14.0, 14.0, 13.0]",0,184,598,0.0,3.0,1795.1797640626069,1400028.0,0.0,0,0.0,5.0,396.6304347826087,305175.0,"[305175.0, 40.0, 38.0, 35.0, 33.0, 33.0, 29.0, 29.0, 27.0, 25.0]",0,85,697,0.0,5.0,397.3271955168969,305175.0,0.0,0
47,606,N400A,02-00-06,1100,2017-11-17 15:00:00,2018-05-22 04:00:00,0 days 04:02:53.454545454,0 days 00:01:21,0 days 04:00:00,0 days 04:03:06.545454545,5 days 08:00:00,3,0.0,100.0,4640.54,4904964.0,"[4904964.0, 1160.0, 1005.0, 991.0, 954.0, 939.0, 936.0, 934.0, 924.0, 916.0]",0,54,1046,0.0,102.0,4644.52613791041,4904964.0,0.0,0,0.0,205.0,1783.4063636363637,1616268.0,"[1616268.0, 1513.0, 1478.0, 1453.0, 1447.0, 1441.0, 1438.0, 1433.0, 1414.0, 1409.0]",0,41,1059,0.0,212.0,1797.0316393537148,1616268.0,0.0,0
48,288,N415,00-00-00,14869,2014-10-11 01:00:00,2021-08-06 21:00:00,0 days 04:01:19.413544959,0 days 00:01:23,0 days 04:00:00,0 days 04:01:20.382002824,14 days 04:00:00,1,-5912660.0,133.0,7.7574820095500705,3492887.0,"[5912660.0, 3492887.0, 15076.0, 803.0, 782.0, 653.0, 647.0, 645.0, 625.0, 620.0]",2,421,14446,-2956330.0,134.0,206.62398359141966,3492887.0,2.0,1.0,-2792084.0,67.0,6.170757952787679,1472281.0,"[2792084.0, 1472281.0, 9094.0, 576.0, 493.0, 436.0, 431.0, 420.0, 417.0, 411.0]",2,248,14619,-1396042.0,67.0,99.53933310913546,1472281.0,2.0,1.0
49,241,N541,01-06-01,14948,2014-10-11 00:30:00,2021-08-06 20:30:00,0 days 04:00:02.890018731,0 days 00:00:06,0 days 04:00:00,0 days 04:00:03.853358308,14 days 04:00:00,0,-1072674909.0,28.0,2.0116403532245117,972701490.0,"[1072674909.0, 972701490.0, 99748201.0, 1143514.0, 760606.0, 3922.0, 937.0, 726.0, 534.0, 530.0]",395,853,13700,-357558303.0,29.0,47843.07089328373,972701490.0,2.0,213.5,-16747477.0,5.0,0.5365935242172866,16719524.0,"[16747477.0, 16719524.0, 211619.0, 184306.0, 51649.0, 737.0, 153.0, 116.0, 116.0, 108.0]",380,2458,12110,-5582492.333333333,5.0,747.4266434021371,16719524.0,3.0,142.33333333333334
50,256,N339A,00-03-04,15637,2014-10-11 00:00:00,2021-08-06 20:00:00,0 days 03:49:28.267570505,0 days 00:00:00,0 days 04:00:00,0 days 03:49:29.188463260,14 days 04:00:00,0,-31615.0,118.0,667.8960798107054,7744378.0,"[7744378.0, 32000.0, 31615.0, 17409.0, 941.0, 814.0, 786.0, 774.0, 732.0, 730.0]",2,764,14871,-31615.0,127.0,30138.69747346281,460800000.0,2.0,1.0,0.0,17.0,95.70019824774573,1144947.0,"[1144947.0, 2267.0, 125.0, 114.0, 108.0, 105.0, 105.0, 102.0, 101.0, 100.0]",0,842,14795,0.0,17.0,95.78007849740614,1144947.0,0.0,0
51,327,R116,00-05-03,15162,2014-10-11 00:00:00,2021-08-06 20:00:00,0 days 03:56:39.604273842,0 days 00:00:19,0 days 04:00:00,0 days 03:56:40.554016620,14 days 04:00:00,0,0.0,0.0,21.611924548212638,327677.0,"[327677.0, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0,15160,2,0.0,0.0,5.403129534362221,81919.25,0.0,0,0.0,0.0,4.324759266587521,64909.0,"[64909.0, 303.0, 34.0, 23.0, 16.0, 7.0, 6.0, 6.0, 6.0, 5.0]",0,14982,180,0.0,0.0,1.1136319228740965,16227.25,0.0,0
52,359,R646,01-06-01,181,2014-10-11 01:00:00,2014-11-10 08:00:00,0 days 04:00:59.668508287,0 days 03:00:00,0 days 04:00:00,0 days 04:02:19.226519337,0 days 12:00:00,1,7.0,310.0,44963.53591160221,8055250.0,"[8055250.0, 1435.0, 1425.0, 1415.0, 1413.0, 1411.0, 1367.0, 1352.0, 1333.0, 1309.0]",0,0,181,7.0,310.0,44959.38121546961,8055250.0,0.0,0,8.0,87.0,23952.46408839779,4305801.0,"[4305801.0, 1050.0, 1030.0, 959.0, 745.0, 547.0, 547.0, 539.0, 487.0, 484.0]",0,0,181,8.0,87.0,23949.780847145485,4305801.0,0.0,0
53,312,R162,00-00-03,15101,2014-10-11 01:00:00,2021-08-06 21:00:00,0 days 03:57:36.963115025,0 days 00:00:05,0 days 04:00:00,0 days 03:57:37.916694258,14 days 04:00:00,1,-7553855.0,90.0,5.779683464671214,5441225.0,"[7553855.0, 5441225.0, 16302.0, 1349.0, 1339.0, 1245.0, 883.0, 829.0, 785.0, 781.0]",2,799,14300,-2517951.6666666665,93.0,345.19097914004095,5441225.0,2.0,1.0,-2229966.0,38.0,4.399509966227402,1644065.0,"[2229966.0, 1644065.0, 4703.0, 654.0, 357.0, 251.0, 205.0, 201.0, 197.0, 190.0]",2,794,14305,-743322.0,40.0,104.17121910907193,1644065.0,2.0,1.0
54,173,N101,01-00-00,14971,2014-10-11 00:00:00,2021-08-06 20:00:00,0 days 03:59:40.762808095,0 days 00:01:20,0 days 04:00:00,0 days 03:59:41.724667690,0 days 16:00:00,0,0.0,50.0,257.6949435575446,2694738.0,"[2694738.0, 868.0, 780.0, 704.0, 626.0, 612.0, 597.0, 589.0, 580.0, 577.0]",0,559,14412,0.0,51.0,257.828541945127,2694738.0,0.0,0,0.0,249.0,973.0893727873889,9092917.0,"[9092917.0, 2697.0, 2018.0, 1938.0, 1890.0, 1879.0, 1864.0, 1853.0, 1844.0, 1842.0]",0,434,14537,0.0,250.0,974.3796305524321,9092917.0,0.0,0
55,403,R232,02-00-05,15078,2014-10-11 01:00:00,2021-08-06 21:00:00,0 days 03:57:58.710704337,0 days 00:00:03,0 days 04:00:00,0 days 03:57:59.665738161,14 days 04:00:00,1,0.0,89.0,251.29480037140203,1689219.0,"[1689219.0, 13886.0, 1453.0, 1021.0, 957.0, 914.0, 897.0, 887.0, 859.0, 825.0]",0,843,14235,0.0,93.0,254.24180090619703,1689219.0,0.0,0,0.0,116.0,305.6977715877437,2189436.0,"[2189436.0, 17614.0, 1340.0, 964.0, 863.0, 788.0, 756.0, 700.0, 677.0, 666.0]",0,644,14434,0.0,120.0,310.1987772381715,2189436.0,0.0,0
56,284,N408A,00-00-01,15043,2014-10-11 00:00:00,2021-08-06 20:00:00,0 days 03:58:31.932460280,0 days 00:00:05,0 days 04:00:00,0 days 03:58:32.889716147,14 days 04:00:00,0,-1.0,85.0,576.4134813534534,6857883.0,"[6857883.0, 10468.0, 978.0, 901.0, 851.0, 828.0, 680.0, 671.0, 667.0, 639.0]",1,683,14359,-553.8461538461538,86.0,578.3772311895806,6857883.0,1.0,1.0,0.0,76.0,425.0803031310244,4957080.0,"[4957080.0, 8810.0, 750.0, 637.0, 609.0, 604.0, 593.0, 580.0, 579.0, 560.0]",0,494,14549,0.0,77.0,425.8843337057753,4957080.0,0.0,0
57,451,R528,00-00-04,15038,2014-10-11 00:00:00,2021-08-06 20:00:00,0 days 03:58:36.691049341,0 days 00:00:37,0 days 04:00:00,0 days 03:58:37.648623487,14 days 04:00:00,0,-5430904.0,459.0,274.1263465886421,2185414.0,"[5430904.0, 2185414.0, 43459.0, 3587.0, 2074.0, 1749.0, 1718.0, 1667.0, 1664.0, 1656.0]",1,64,14973,-5430904.0,480.0,286.099865758495,2185414.0,1.0,1.0,-1912963.0,134.0,111.27822848783083,758334.0,"[1912963.0, 758334.0, 12740.0, 2603.0, 2591.0, 2557.0, 2551.0, 2547.0, 2522.0, 2520.0]",1,41,14996,-1912963.0,136.0,112.10186479280937,758334.0,1.0,1.0
58,59,E001,00-05-00,15099,2014-10-11 01:00:00,2021-08-06 21:00:00,0 days 03:57:38.851579574,0 days 00:00:24,0 days 04:00:00,0 days 03:57:39.805285118,2 days 12:00:00,1,-67043470.0,0.0,30.39101927279952,67108987.0,"[67108987.0, 67043470.0, 67043267.0, 66650259.0, 8.0, 7.0, 5.0, 5.0, 5.0, 5.0]",2,14862,235,-67043470.0,0.0,30.390067759709087,67108987.0,2.0,1.0,-16777216.0,0.0,0.0,16777216.0,"[16777216.0, 16777216.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1,15097,1,-16777216.0,0.0,0.0,16777216.0,0.5,4.0
59,56,B034,01-06-00,14761,2014-10-11 00:00:00,2021-08-06 20:00:00,0 days 04:03:05.353295847,0 days 00:01:15,0 days 04:00:00,0 days 04:03:06.328839509,28 days 01:00:00,0,0.0,35.0,147.13833751100873,1285751.0,"[1285751.0, 656.0, 517.0, 443.0, 436.0, 433.0, 416.0, 407.0, 397.0, 393.0]",0,1162,13599,0.0,35.0,148.55993107827447,1285751.0,0.0,0,0.0,59.0,261.69493936725155,2714305.0,"[2714305.0, 4549.0, 1073.0, 883.0, 644.0, 594.0, 575.0, 514.0, 478.0, 447.0]",0,918,13843,0.0,59.0,261.4743478889628,2714305.0,0.0,0
60,262,N331,00-00-00,15093,2014-10-11 00:00:00,2021-08-06 20:00:00,0 days 03:57:44.519976147,0 days 00:00:18,0 days 04:00:00,0 days 03:57:45.474060822,14 days 04:00:00,0,-21783935.0,135.0,769.5687404757172,21784023.0,"[21784023.0, 21783935.0, 8249993.0, 23395.0, 1421.0, 1365.0, 1340.0, 1251.0, 1242.0, 1175.0]",1,39,15053,-21783935.0,141.0,782.5136633075613,21784023.0,1.0,1.0,-17019270.0,86.0,469.9271847876499,17019321.0,"[17019321.0, 17019270.0, 5310079.0, 12395.0, 832.0, 828.0, 579.0, 577.0, 554.0, 549.0]",1,60,15032,-17019270.0,89.0,471.38644031792967,17019321.0,1.0,1.0
61,44,B015,01-03-00,15012,2014-10-11 00:00:00,2021-08-06 20:00:00,0 days 03:59:01.486810551,0 days 00:01:05,0 days 04:00:00,0 days 03:59:02.446043165,3 days 12:00:00,0,-2427346.0,86.0,17.546962430055956,809575.0,"[2427346.0, 809575.0, 182826.0, 14795.0, 1169.0, 605.0, 569.0, 563.0, 560.0, 557.0]",2,313,14697,-115587.90476190476,88.0,164.34525329129784,809575.0,2.0,1.0,-2210871.0,62.0,4.666799893418599,765338.0,"[2210871.0, 765338.0, 15874.0, 14975.0, 1252.0, 788.0, 732.0, 709.0, 682.0, 655.0]",3,199,14810,-105279.57142857143,62.0,145.91979990805316,765338.0,3.0,0.6666666666666666
62,313,R161A,01-00-02,15021,2014-10-11 01:00:00,2021-08-06 21:00:00,0 days 03:58:52.893948472,0 days 00:00:00,0 days 04:00:00,0 days 03:58:53.852606351,14 days 04:00:00,1,-1208464910.0,199.0,32.41741561813461,1208051150.0,"[1208464910.0, 1208051150.0, 2548233.0, 23659.0, 1862.0, 1573.0, 1545.0, 1514.0, 1482.0, 1376.0]",4,283,14734,-36694555200.0,204.0,-2389043.032529012,1208051150.0,4.0,1.0,-1376238516.0,171.0,36.26216630051262,1375823894.0,"[1376238516.0, 1375823894.0, 2593726.0, 22027.0, 2529.0, 2055.0, 1700.0, 1415.0, 1381.0, 1344.0]",4,120,14897,-37349654400.0,176.0,-2425203.553418845,1375823894.0,4.0,1.0
63,58,G001,00-00-04,15097,2014-10-11 01:00:00,2021-08-06 21:00:00,0 days 03:57:40.740544479,0 days 00:00:10,0 days 04:00:00,0 days 03:57:41.694376366,1 days 00:00:00,1,0.0,46.0,251.1740080810757,2440876.0,"[2440876.0, 2784.0, 2729.0, 2481.0, 2019.0, 1973.0, 1799.0, 1738.0, 1494.0, 1433.0]",0,476,14621,0.0,48.0,251.99294440400544,2440876.0,0.0,0,0.0,37.0,175.3764986421143,1800161.0,"[1800161.0, 1130.0, 829.0, 804.0, 757.0, 723.0, 688.0, 622.0, 620.0, 588.0]",0,186,14911,0.0,38.0,175.80897772262824,1800161.0,0.0,0
64,502,S102,00-03-01,15077,2014-10-11 02:00:00,2021-08-06 22:00:00,0 days 03:57:59.657756848,0 days 00:01:04,0 days 04:00:00,0 days 03:58:00.612854016,14 days 04:00:00,2,-7443014.0,11.0,4.005173442992638,7277655.0,"[7443014.0, 7277655.0, 1400.0, 542.0, 525.0, 266.0, 228.0, 196.0, 195.0, 193.0]",1,1866,13210,-7443014.0,12.0,4.475390937717106,7277655.0,1.0,1.0,-2410682.0,0.0,0.00013265238442661007,2410677.0,"[2410682.0, 2410677.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]",1,15068,8,-2410682.0,0.0,0.00013265238442661007,2410677.0,1.0,1.0
65,611,N063A,00-00-06,15344,2014-10-11 00:00:00,2021-08-06 20:00:00,0 days 03:53:51.178310740,0 days 00:00:12,0 days 04:00:00,0 days 03:53:52.116788321,0 days 20:00:00,0,-13.0,461.0,92369.67967935349,1387080269.0,"[1387080269.0, 21711233.0, 3152.0, 2735.0, 2725.0, 2710.0, 2701.0, 2699.0, 2697.0, 2687.0]",3,90,15251,-15600.0,478.0,203922.3382640164,3098178357.933923,3.0,1.0,0.0,116.0,119311.34052398332,1821545449.0,"[1821545449.0, 7079860.0, 1191.0, 931.0, 641.0, 625.0, 606.0, 559.0, 550.0, 523.0]",0,108,15236,0.0,121.0,265760.46323946887,4068598490.0884132,0.0,0
66,413,R204A,03-05-00,14888,2014-10-11 02:00:00,2021-08-06 22:00:00,0 days 04:01:00.934981192,0 days 00:00:10,0 days 04:00:00,0 days 04:01:01.902203116,14 days 04:00:00,2,0.0,0.0,0.06810854379365933,246.0,"[246.0, 15.0, 13.0, 10.0, 8.0, 7.0, 7.0, 6.0, 6.0, 6.0]",0,14405,483,0.0,0.0,0.06768518076504056,246.0,0.0,0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0,14888,0,0.0,0.0,0.0,0.0,0.0,0
67,320,R131,00-02-01,1,2021-03-15 08:00:00,2021-03-15 08:00:00,0 days 00:00:00,0 days 04:00:00,0 days 04:00:00,0 days 04:00:00,0 days 04:00:00,0,50331648.0,50331648.0,50331648.0,50331648.0,[50331648.0],0,0,1,50331648.0,50331648.0,50331648.0,50331648.0,0.0,0,16777626.0,16777626.0,16777626.0,16777626.0,[16777626.0],0,0,1,16777626.0,16777626.0,16777626.0,16777626.0,0.0,0
68,75,D009,00-00-01,15027,2014-10-11 01:00:00,2021-08-06 21:00:00,0 days 03:58:47.171092034,0 days 00:00:31,0 days 04:00:00,0 days 03:58:48.129367139,0 days 12:00:00,1,-1852963.0,35.0,288.80401943168965,4858346.0,"[4858346.0, 1852963.0, 956.0, 944.0, 885.0, 879.0, 872.0, 869.0, 828.0, 823.0]",1,1154,13872,-635468.0321036462,35.0,371.5109811051771,4858346.0,1.0,1.0,-2980961.0,14.0,133.36647368070805,4414462.0,"[4414462.0, 2980961.0, 556.0, 550.0, 540.0, 533.0, 510.0, 482.0, 478.0, 431.0]",1,1463,13563,-1022311.5196837267,14.0,263.8269907442333,4414462.0,1.0,1.0
69,636,N103,00-03-01,15071,2014-10-11 00:00:00,2021-08-06 20:00:00,0 days 03:58:05.342711167,0 days 00:00:15,0 days 04:00:00,0 days 03:58:06.298188574,7 days 04:00:00,0,-17.0,0.0,7792.483046911287,117440512.0,"[117440512.0, 17.0, 17.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1,15068,2,-8.5,0.0,1558.4971733793377,23488102.4,1.0,1.0,-464.0,0.0,0.012673346161502223,357.0,"[464.0, 357.0, 9.0, 8.0, 7.0, 7.0, 6.0, 5.0, 4.0, 4.0]",4,14831,236,-232.0,0.0,0.027450545573406343,357.0,4.0,0.25
70,152,N023,01-00-00,14950,2014-10-11 01:00:00,2021-08-06 21:00:00,0 days 04:00:00.963210702,0 days 00:01:07,0 days 04:00:00,0 days 04:00:01.926421404,2 days 16:00:00,1,-2090848.0,24.0,2.034581939799331,1510411.0,"[2090848.0, 1510411.0, 6337.0, 1034.0, 785.0, 358.0, 238.0, 235.0, 234.0, 229.0]",2,962,13986,-2090848.0,24.0,2.471783693430005,1510411.0,2.0,1.0,-2934467.0,41.0,3.059732441471572,2197735.0,"[2934467.0, 2197735.0, 15238.0, 1199.0, 802.0, 364.0, 328.0, 259.0, 256.0, 252.0]",2,239,14709,-2934467.0,42.0,3.9026159293570846,2197735.0,2.0,1.0
71,349,R630,00-00-00,13399,2014-10-11 00:00:00,2021-08-06 20:00:00,0 days 04:27:47.945369057,0 days 00:00:44,0 days 04:00:00,0 days 04:27:49.020076125,252 days 16:00:00,0,0.0,71.0,381.0895589223076,3852206.0,"[3852206.0, 8153.0, 1407.0, 684.0, 484.0, 444.0, 443.0, 439.0, 438.0, 435.0]",0,531,12868,0.0,72.0,381.70804317813884,3852206.0,0.0,0,0.0,28.0,119.44645122770356,1169503.0,"[1169503.0, 2852.0, 542.0, 307.0, 206.0, 160.0, 157.0, 155.0, 154.0, 149.0]",0,374,13025,0.0,28.0,119.52024361845591,1169503.0,0.0,0
72,94,J016,00-00-00,15009,2014-10-11 01:00:00,2021-08-06 21:00:00,0 days 03:59:04.353387967,0 days 00:00:15,0 days 04:00:00,0 days 03:59:05.312812312,1 days 08:00:00,1,-1168465.0,126.0,153.88420281164633,786644.0,"[1168465.0, 786644.0, 1592.0, 1241.0, 1236.0, 999.0, 997.0, 934.0, 898.0, 867.0]",2,279,14728,-1168465.0,128.0,157.35731251619845,786644.0,2.0,1.0,-933241.0,116.0,157.46425478046504,598255.0,"[933241.0, 598255.0, 2109.0, 1088.0, 959.0, 820.0, 819.0, 812.0, 803.0, 800.0]",1,89,14919,-933241.0,116.0,157.7805114827227,598255.0,1.0,2.0
73,215,N213,00-00-00,15286,2014-10-11 01:00:00,2021-08-06 21:00:00,0 days 03:54:44.417113698,0 days 00:00:00,0 days 04:00:00,0 days 03:54:45.359152165,7 days 04:00:00,1,-1.0,157.0,242.70437001177547,793073.0,"[793073.0, 8778.0, 2854.0, 1002.0, 983.0, 931.0, 921.0, 918.0, 916.0, 913.0]",1,102,15183,-14400.0,168.0,258.4318353982677,793073.0,1.0,1.0,0.0,118.0,182.37046971084652,613638.0,"[613638.0, 7582.0, 1796.0, 846.0, 663.0, 582.0, 573.0, 556.0, 543.0, 541.0]",0,67,15219,0.0,123.0,186.6816330939778,613638.0,0.0,0
74,609,R501,00-06-01,15024,2014-10-11 00:00:00,2021-08-06 20:00:00,0 days 03:58:50.031948881,0 days 00:00:08,0 days 04:00:00,0 days 03:58:50.990415335,14 days 04:00:00,0,-5982364.0,132.0,9115.30398029819,133982144.0,"[133982144.0, 5982364.0, 5033780.0, 23430.0, 13578.0, 3284.0, 2478.0, 1993.0, 1971.0, 1864.0]",2,460,14562,-5982364.0,136.0,1470.7602552633907,19140306.285714287,2.0,1.0,-2309910.0,53.0,52.79672523961661,1923190.0,"[2309910.0, 1923190.0, 64143.0, 9221.0, 3655.0, 3228.0, 1387.0, 1269.0, 933.0, 911.0]",2,373,14649,-2309910.0,55.0,58.17530374248329,1923190.0,2.0,1.0
75,45,B017,00-00-01,14844,2014-10-11 00:00:00,2021-08-06 20:00:00,0 days 04:01:43.799514955,0 days 00:01:20,0 days 04:00:00,0 days 04:01:44.769603880,17 days 04:00:00,0,-8569278.0,85.0,80.5368499056858,8569362.0,"[8569362.0, 8569278.0, 5568325.0, 5025913.0, 1800.0, 975.0, 735.0, 656.0, 641.0, 622.0]",2,346,14496,-11425704.0,85.0,1991.8840290661074,34277448.0,2.0,1.0,-10474872.0,55.0,60.968404742656965,10474928.0,"[10474928.0, 10474872.0, 3954806.0, 3550202.0, 1601.0, 890.0, 639.0, 639.0, 634.0, 621.0]",2,170,14672,-13966496.0,55.0,2206.4381478051982,41899712.0,2.0,1.0
76,127,H023,00-00-02,15157,2014-10-11 00:00:00,2021-08-06 20:00:00,0 days 03:56:44.288447581,0 days 00:00:05,0 days 04:00:00,0 days 03:56:45.238503661,4 days 08:00:00,0,-6737011.0,233.0,143.16724945569703,4612319.0,"[6737011.0, 4612319.0, 173915.0, 9707.0, 1337.0, 1336.0, 1317.0, 1310.0, 1308.0, 1308.0]",5,545,14607,-6737011.0,240.0,163.0651511647622,4612319.0,5.0,1.0,-4497648.0,92.0,57.78016757933628,3626908.0,"[4497648.0, 3626908.0, 62484.0, 3442.0, 1190.0, 1117.0, 1107.0, 1105.0, 1103.0, 1089.0]",3,513,14641,-4497648.0,93.0,62.81814597853971,3626908.0,3.0,1.6666666666666667
77,380,R291,00-00-01,14871,2014-10-11 00:00:00,2021-08-06 20:00:00,0 days 04:01:17.466209400,0 days 00:01:11,0 days 04:00:00,0 days 04:01:18.434537018,14 days 04:00:00,0,-16718671.0,83.0,14.978548853473203,16709665.0,"[16718671.0, 16709665.0, 864328.0, 429971.0, 387012.0, 301942.0, 269218.0, 68579.0, 51728.0, 13354.0]",8,173,14690,-4179667.75,84.0,937.3238695065313,16709665.0,8.0,1.0,-16720593.0,114.0,23.754757581870756,16708681.0,"[16720593.0, 16708681.0, 1013333.0, 532252.0, 433589.0, 368752.0, 300422.0, 83034.0, 60339.0, 14362.0]",10,44,14817,-4180148.25,115.0,960.0150384372438,16708681.0,9.0,0.8888888888888888
78,209,N196,00-00-01,15003,2014-10-11 00:00:00,2021-08-06 20:00:00,0 days 03:59:10.089982003,0 days 00:00:07,0 days 04:00:00,0 days 03:59:11.049790041,7 days 04:00:00,0,-5413853.0,106.0,31.688462307538494,3992891.0,"[5413853.0, 3992891.0, 5439.0, 678.0, 671.0, 646.0, 621.0, 612.0, 605.0, 589.0]",1,331,14671,-902308.8333333334,106.0,333.48121231176583,3992891.0,1.0,1.0,-6407573.0,150.0,47.64487102579484,4607326.0,"[6407573.0, 4607326.0, 7128.0, 855.0, 687.0, 680.0, 679.0, 634.0, 601.0, 581.0]",1,176,14826,-1067928.8333333333,151.0,404.3895907925659,4607326.0,1.0,1.0
79,318,R141,00-00-00,14998,2014-10-11 00:00:00,2021-08-06 20:00:00,0 days 03:59:14.873983197,0 days 00:00:04,0 days 04:00:00,0 days 03:59:15.834111214,14 days 04:00:00,0,0.0,178.0,521.26943592479,3436422.0,"[3436422.0, 34268.0, 2688.0, 2436.0, 2282.0, 2249.0, 2132.0, 1751.0, 1712.0, 1689.0]",0,180,14818,0.0,184.0,520.6395639671167,3436422.0,0.0,0,0.0,259.0,693.7848379783971,4474129.0,"[4474129.0, 44059.0, 3596.0, 3428.0, 2718.0, 2679.0, 2605.0, 2362.0, 2006.0, 1910.0]",0,11,14987,0.0,264.0,702.3633818377779,4474129.0,0.0,0
